#  N                                      Simpsons                                   Milne 
#--------------------------------------------------------------------------------------------
        0.477121                  -3.0867987938807797e+00                2.7652919834391866e-02
6.9897000433601886e-01                  -4.0351216621019130e+00                -3.8153947000001946e+00
8.4509804001425681e-01                  -5.0299433341481938e+00                -2.8001079885729618e+00
9.5424250943932487e-01                  -5.7784836765646181e+00                -5.3592864783235470e+00
1.0413926851582249e+00                  -6.3599760561421483e+00                -4.0254241897494385e+00
1.1139433523068367e+00                  -6.8350799138838640e+00                -6.3313216838345614e+00
1.1760912590556813e+00                  -7.2367677327554869e+00                -4.8136239915858026e+00
1.2304489213782739e+00                  -7.5847228492393226e+00                -7.0794939306933147e+00
1.2787536009528289e+00                  -7.8916398001730217e+00                -5.3930448323422988e+00
1.3222192947339193e+00                  -8.1661857606196762e+00                -7.6609961023028026e+00
1.3617278360175928e+00                  -8.4145424539348994e+00                -5.8508850417779916e+00
1.3979400086720377e+00                  -8.6412741390851000e+00                -8.1361050403980588e+00
1.4313637641589874e+00                  -8.8498469170226670e+00                -6.2292367328270588e+00
1.4623979978989561e+00                  -9.0429550149096372e+00                -8.5377949927801957e+00
1.4913616938342726e+00                  -9.2227342201919438e+00                -6.5515786674514365e+00
1.5185139398778875e+00                  -9.3909062886340795e+00                -8.8857510220339133e+00
1.5440680443502757e+00                  -9.5488794905748584e+00                -6.8323347852139387e+00
1.5682017240669950e+00                  -9.6978203754937020e+00                -9.1926682413539496e+00
1.5910646070264991e+00                  -9.8387061107746323e+00                -7.0809973591252042e+00
1.6127838567197355e+00                  -9.9723633634707571e+00                -9.4672140002127048e+00
1.6334684555795866e+00                  -1.0099497711192551e+01                -7.3041439866719573e+00
1.6532125137753437e+00                  -1.0220716181431497e+01                -9.7155700189798821e+00
1.6720978579357175e+00                  -1.0336544789082852e+01                -7.5065194662760666e+00
1.6901960800285136e+00                  -1.0447442331195491e+01                -9.9423004567174900e+00
1.7075701760979363e+00                  -1.0553811362163989e+01                -7.6916585201325880e+00
1.7242758696007892e+00                  -1.0656007036854463e+01                -1.0150871236982018e+01
1.7403626894942439e+00                  -1.0754344252129378e+01                -7.8622648441920369e+00
