1    36.7782   76.6942   1023.75
2    32.0896   93.3044   579.839
3    30.3983   91.4727   201.984
4    29.4818   82.1199   65.4879
5    28.7773   69.974   35.9242
6    28.0775   57.5564   20.7172
7    27.3343   46.1585   78.5513
8    26.522   36.3754   134.108
9    25.6625   28.3993   165.615
10    24.7558   22.1923   170.642
11    117.482   77.5922   213.936
12    22.8645   14.3777   123.251
13    21.9132   12.3079   86.686
14    118.462   71.147   110.692
15    118.57   70.6775   83.1428
16    118.609   70.7077   63.2154
17    18.2334   11.0741   37.1328
18    17.3845   11.6416   29.7638
19    16.5638   12.3021   20.829
20    118.377   72.9719   51.3642
21    15.0381   13.5888   21.6834
22    14.338   14.1092   28.3565
23    13.6702   14.5049   35.7202
24    13.0402   14.7604   42.6509
25    117.846   74.8704   106.532
26    117.752   74.8373   111.81
27    117.666   74.6696   114.047
28    117.59   74.3797   113.423
29    117.524   73.9831   110.324
30    10.0068   13.4966   45.2751
31    9.61557   12.9377   39.6793
32    117.386   72.324   91.6937
33    117.36   71.6722   84.3227
34    8.58715   10.998   30.9002
35    8.29598   10.3158   29.0119
