# Spherical Bessel functions via up and down recursion, l = 10
#   x       jdown(x)      jup(x)         rel. error          log10(x)    log10(rel.err.)   Bessel GSL Routuine
18.60000000 -2.04973722e-02 -2.04973722e-02  8.46315061e-17  1.26951294e+00  -1.60724679e+01  -2.04973722e-02
18.70000000 -1.57359790e-02 -1.57359790e-02  2.20478622e-16  1.27184161e+00  -1.56566335e+01  -1.57359790e-02
18.80000000 -1.09180408e-02 -1.09180408e-02  5.56100885e-16  1.27415785e+00  -1.52548464e+01  -1.09180408e-02
18.90000000 -6.07635313e-03 -6.07635313e-03  1.64155370e-15  1.27646180e+00  -1.47847449e+01  -6.07635313e-03
19.00000000 -1.24385035e-03 -1.24385035e-03  2.10939303e-14  1.27875360e+00  -1.36758425e+01  -1.24385035e-03
19.10000000 3.54662280e-03 3.54662280e-03  3.72953856e-15  1.28103337e+00  -1.44283449e+01  3.54662280e-03
19.20000000 8.26254150e-03 8.26254150e-03  1.04975175e-15  1.28330123e+00  -1.49789134e+01  8.26254150e-03
19.30000000 1.28719302e-02 1.28719302e-02  4.71687777e-16  1.28555731e+00  -1.53263454e+01  1.28719302e-02
19.40000000 1.73435900e-02 1.73435900e-02  0.00000000e+00  1.28780173e+00  -2.00000000e+01  1.73435900e-02
19.50000000 2.16473211e-02 2.16473211e-02  8.01357115e-17  1.29003461e+00  -1.60961739e+01  2.16473211e-02
19.60000000 2.57541406e-02 2.57541406e-02  2.69428284e-16  1.29225607e+00  -1.55695568e+01  2.57541406e-02
19.70000000 2.96364919e-02 2.96364919e-02  0.00000000e+00  1.29446623e+00  -2.00000000e+01  2.96364919e-02
19.80000000 3.32684453e-02 3.32684453e-02  1.04286417e-16  1.29666519e+00  -1.59817723e+01  3.32684453e-02
19.90000000 3.66258873e-02 3.66258873e-02  9.47266320e-17  1.29885308e+00  -1.60235279e+01  3.66258873e-02
20.00000000 3.96866986e-02 3.96866986e-02  8.74209010e-17  1.30103000e+00  -1.60583847e+01  3.96866986e-02
20.10000000 4.24309172e-02 4.24309172e-02  0.00000000e+00  1.30319606e+00  -2.00000000e+01  4.24309172e-02
20.20000000 4.48408867e-02 4.48408867e-02  1.54744797e-16  1.30535137e+00  -1.58103839e+01  4.48408867e-02
20.30000000 4.69013889e-02 4.69013889e-02  0.00000000e+00  1.30749604e+00  -2.00000000e+01  4.69013889e-02
20.40000000 4.85997577e-02 4.85997577e-02  2.14164460e-16  1.30963017e+00  -1.56692526e+01  4.85997577e-02
20.50000000 4.99259752e-02 4.99259752e-02  0.00000000e+00  1.31175386e+00  -2.00000000e+01  4.99259752e-02
20.60000000 5.08727482e-02 5.08727482e-02  1.36397072e-16  1.31386722e+00  -1.58651950e+01  5.08727482e-02
20.70000000 5.14355648e-02 5.14355648e-02  6.74522962e-17  1.31597035e+00  -1.61710033e+01  5.14355648e-02
20.80000000 5.16127298e-02 5.16127298e-02  3.36103803e-16  1.31806333e+00  -1.54735266e+01  5.16127298e-02
20.90000000 5.14053792e-02 5.14053792e-02  0.00000000e+00  1.32014629e+00  -2.00000000e+01  5.14053792e-02
21.00000000 5.08174736e-02 5.08174736e-02  0.00000000e+00  1.32221929e+00  -2.00000000e+01  5.08174736e-02
21.10000000 4.98557700e-02 4.98557700e-02  0.00000000e+00  1.32428246e+00  -2.00000000e+01  4.98557700e-02
21.20000000 4.85297722e-02 4.85297722e-02  2.14473309e-16  1.32633586e+00  -1.56686267e+01  4.85297722e-02
21.30000000 4.68516600e-02 4.68516600e-02  1.48103480e-16  1.32837960e+00  -1.58294347e+01  4.68516600e-02
21.40000000 4.48361981e-02 4.48361981e-02  7.73804894e-17  1.33041377e+00  -1.61113685e+01  4.48361981e-02
21.50000000 4.25006250e-02 4.25006250e-02  8.16328455e-17  1.33243846e+00  -1.60881351e+01  4.25006250e-02
21.60000000 3.98645221e-02 3.98645221e-02  1.74061886e-16  1.33445375e+00  -1.57592963e+01  3.98645221e-02
21.70000000 3.69496651e-02 3.69496651e-02  1.87793147e-16  1.33645973e+00  -1.57263203e+01  3.69496651e-02
21.80000000 3.37798579e-02 3.37798579e-02  5.13537825e-16  1.33845649e+00  -1.52894276e+01  3.37798579e-02
